"site_name","central_asset_id","easting","northing","feature_location","coltype","listed","suitable"
"WARDOUR STREET","00015774",529588.53,181013.86,"At or Outside 107/109","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00058950",529586.38,181037.32,"AT OR OUTSIDE NO. 90 CLUB","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00015776",529570.34,181055,"At or Outside 125/127","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00058952",529563.85,181088.31,"AT OR OUTSIDE NO.108/110","Large Grey Wornum","Heritage","True"
"WARDOUR STREET","00015778",529544.74,181106.59,"Opposite 120","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00015779",529543.02,181125.78,"AT OR OUTSIDE JUNCTION WITH ST ANNS COURT","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00015780",529522.23,181148.29,"AT OR OUSIDE NO.155","Large Grey Wornum","Heritage","True"
"WARDOUR STREET","00076096",529518.12,181171.3,"AT OR OUTSIDE NO.142","Large Grey Wornum","Heritage","True"
"WARDOUR STREET","00264158",529499.92,181192.5,"J/w D’Arblay Street","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00058957",529492.47,181220.96,"Opposite 177","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00015783",529474.76,181238.65,"AT OR OUTSIDE NO.173","Standard","Functional","False"
"WARDOUR STREET","00015784",529472.15,181260.82,"Opposite 189","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","00015785",529456.09,181280.18,"AT OR OUTSIDE NO.197 JOB CENTRE","Large Grey Wornum","Heritage","False"
"WARDOUR STREET","01302613",529744.01,180764.01,"Opposite 11","Not Specified","Not Specified","False"
"WARDOUR STREET","00015786",529444.12,181302.92,"At or Outside 205,  JUNCTION WITH OXFORD STREET","Large Grey Wornum","Heritage","False"
"WARLOCK ROAD","00015799",524884.87,182433.5,"Side of 33A FERNHEAD RD","Standard","Functional","True"
"WARLOCK ROAD","00058977",525081.99,182350.76,"Opposite 18B","Standard","Functional","False"
"WARLOCK ROAD","00058978",525100.24,182327.54,"At or Outside 8","Standard","Functional","True"
"WARLOCK ROAD","00015810",525127.83,182320.87,"Opposite 2","Standard","Functional","False"
"WARLOCK ROAD","00015800",524904.19,182419.33,"At or Outside 62","Standard","Functional","True"
"WARLOCK ROAD","00015801",524927.87,182418.4,"At or Outside 49B/47B","Standard","Functional","False"
"WARLOCK ROAD","00015802",524956.58,182411.69,"At or Outside MARY SEACOLE HOUSE","Standard","Functional","True"
"WARLOCK ROAD","00015803",524981.6,182404.34,"At or Outside 27B","Standard","Functional","True"
"WARLOCK ROAD","00015804",525000.17,182398.94,"At or Outside 21","Standard","Functional","True"
"WARLOCK ROAD","00015805",525017.6,182378.89,"Side of 58B WALTERTON RD","Standard","Functional","False"
"WARLOCK ROAD","00015806",525045.81,182376.43,"At or Outside 11MTRS FROM WALTERTON RD","Standard","Functional","False"
"WARLOCK ROAD","00015807",525061.71,182355.21,"At or Outside 26B","Standard","Functional","True"
"WARRINGTON CRESCENT","00058984",526086.55,182076,"Side of St Saviour's Church Children's Nursery (opposite junction with Warwick Avenue)","Standard","Functional","False"
"WARRINGTON CRESCENT","00015831",526074.73,182293.11,"At or Outside 43","Standard","Functional","True"
"WARRINGTON CRESCENT","00015832",526062.23,182316.57,"At or Outside 38","Standard","Functional","True"
"WARRINGTON CRESCENT","00015833",526080.03,182329.78,"At or Outside 53","Standard","Functional","True"
"WARRINGTON CRESCENT","00015834",526069.77,182359.73,"At or Outside 46","Standard","Functional","True"
"WARRINGTON CRESCENT","00015835",526074.37,182381.9,"At or Outside 52","Standard","Functional","True"
"WARRINGTON CRESCENT","00015836",526096.3,182404.9,"At or Outside 69","Standard","Functional","True"
"WARRINGTON CRESCENT","00015837",526084.09,182424.82,"At or Outside 62","Standard","Functional","True"
"WARRINGTON CRESCENT","00015838",526093.83,182458.45,"Opposite 83","Standard","Functional","True"
"WARRINGTON CRESCENT","00015839",526114.35,182463.05,"At or Outside 87","Standard","Functional","True"
"WARRINGTON CRESCENT","00015840",526121.22,182483.75,"At or Outside HARRINGTON HOTEL","Standard","Functional","False"
"WARRINGTON CRESCENT","00058986",526088.61,182086.16,"Opposite 6 CLIFTON GARDENS","Standard","Not Specified","False"
"WARRINGTON CRESCENT","00015841",526108.68,182477.11,"At or Outside WARRINGTON HOTEL","Standard","Functional","False"
"WARRINGTON CRESCENT","00015820",526066,182126.13,"Opposite 1","Standard","Functional","False"
"WARRINGTON CRESCENT","00015821",526071.66,182144.4,"At or Outside 3","Standard","Functional","True"
"WARRINGTON CRESCENT","00015824",526055.15,182164.58,"Opposite 9","Standard","Functional","False"
"WARRINGTON CRESCENT","00015825",526069.18,182194.05,"At or Outside 17","Standard","Functional","True"
"WARRINGTON CRESCENT","00015826",526054.32,182222.71,"At or Outside 8","Standard","Functional","True"
"WARRINGTON CRESCENT","00015827",526070.6,182244.87,"At or Outside 31","Standard","Functional","True"
"WARRINGTON CRESCENT","00015829",526057.16,182274.47,"At or Outside 24","Standard","Functional","True"
"WARRINGTON GARDENS","00282018",526052.05,182143.57,"J/W Warrington Crescent","Standard","Functional","False"
"WARRINGTON GARDENS","00015852",526045.72,182124.95,"Opposite CASTELLAIN RD","Standard","Functional","False"
"WARRINGTON GARDENS","00059023",526022.49,182117.17,"At or Outside 1","Standard","Not Specified","True"
"WARRINGTON GARDENS","00015855",526005.86,182098.65,"Junction of Warwick Avenue","Standard","Functional","False"
"WARWICK AVENUE","00052729",525781.57,182227.67,"O/S 113 Sutherland Avenue","Standard","Not Specified","True"
"WARWICK AVENUE","01102666",525781.57,182227.67,"Side of113 Sutherland Avenue","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102675",525931,182135,"Outside 44","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102676",525954,182122,"Opposite 63","Large Grey Wornum","Heritage","False"
"WARWICK AVENUE","01102677",525970,182113,"Opposite 59","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102678",525984,182105,"Opposite 55","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102679",525997,182097,"Opposite 49","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102680",526018,182083,"Opposite 43","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102681",526038,182071,"Opposite 37","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","00009238",526108,182032,"C/C OPP no. 40","Large Grey Wornum","Cherished","False"
"WARWICK AVENUE","00009236",526125,182016,"C/C OPP no. 38","Large Grey Wornum","Cherished","False"
"WARWICK AVENUE","01102682",526054,182062,"Opposite 33","Large Grey Wornum","Heritage","False"
"WARWICK AVENUE","00052786",526146,182018,"O/S 36 Warwick Avenue","Edinburgh","Not Specified","False"
"WARWICK AVENUE","00009241",526121,181996,"O/S 25 Warwick Avenue","Edinburgh","Cherished","False"
"WARWICK AVENUE","01102667",525806.81,182225.31,"Opposite 117","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","00009234",526141,182001,"C/C OPP 36 Warwick Avenue","Large Grey Wornum","Cherished","False"
"WARWICK AVENUE","00009232",526156,182007,"O/S 34 Warwick Avenue","Large Grey Wornum","Cherished","False"
"WARWICK AVENUE","00009230",526133,181986,"O/S 21 Warwick Avenue","Large Grey Wornum","Cherished","False"
"WARWICK AVENUE","00009237",526146,181996,"C/C OPP 34 Warwick Avenue","DW Oxford","Cherished","False"
"WARWICK AVENUE","00072344",526148,181994,"C/C Opp 30 Warwick Avenue","Large Grey Wornum","Not Specified","True"
"WARWICK AVENUE","00009225",526163,182001,"O/S 28 Warwick Avenue","Edinburgh","Cherished","False"
"WARWICK AVENUE","00009227",526155,181988,"C/C OPP 28 Warwick Avenue","DW Oxford","Cherished","False"
"WARWICK AVENUE","00052790",526147,181975,"O/S 15 Warwick Avenue","Edinburgh","Not Specified","False"
"WARWICK AVENUE","00052771",526165,181978,"C/C OPP 13 Warwick Avenue","DW Oxford","Not Specified","False"
"WARWICK AVENUE","00072343",526180,181963,"C/C OPP 22 Warwick Avenue","DW Oxford","Not Specified","False"
"WARWICK AVENUE","01102668",525822,182213,"Outside 84","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102225",526195,181967,"O/S 22","Not Specified","Not Specified","False"
"WARWICK AVENUE","00009214",526181,181947,"O/S 11 Warwick Avenue","Edinburgh","Cherished","False"
"WARWICK AVENUE","00009217",526191,181953,"C/C OPP 20 Warwick Avenue","Eddystone","Cherished","False"
"WARWICK AVENUE","00009213",526200,181946,"C/C OPP 9 Warwick Avenue","Standard","Functional","True"
"WARWICK AVENUE","00009209",526213,181947,"O/S 18 Warwick Avenue","Standard","Functional","True"
"WARWICK AVENUE","00052815",526202,181930,"O/S 7 Warwick Avenue","Edinburgh","Not Specified","False"
"WARWICK AVENUE","00256998",526211,181935,"C/C OPP 7 Warwick Avenue","DW Oxford","Not Specified","False"
"WARWICK AVENUE","00072342",526225,181921,"C/C J/W Bloomfield Road","Edinburgh","Not Specified","False"
"WARWICK AVENUE","00009201",526246.07,181892.47,"OPP J/W Maida Avenue","Standard","Functional","False"
"WARWICK AVENUE","00072337",526269.1,181866.9,"OPP 16 Warwick Avenue","Large Grey Wornum","Not Specified","False"
"WARWICK AVENUE","01102669",525826,182195.4,"Opposite 82","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","00072336",526278.45,181870.26,"O/S 14 Warwick Avenue","Standard","Not Specified","True"
"WARWICK AVENUE","00072334",526289.29,181858.55,"O/S 10&8 Warwick Avenue","Large Grey Wornum","Not Specified","True"
"WARWICK AVENUE","01102683",526246,181891,"Opposite J/W Maida Avenue","Large Grey Wornum","Heritage","False"
"WARWICK AVENUE","01102684",526260,181876,"Opposite 16","Large Grey Wornum","Heritage","False"
"WARWICK AVENUE","01102685",526279,181868,"Outside 14","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102686",526292,181854,"Outside 10&8","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102687",526307,181838,"Outside 6&4","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102688",526313,181817,"Opposite 2","Large Grey Wornum","Heritage","False"
"WARWICK AVENUE","01102670",525858,182187.05,"Outside 74","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102671",525875,182175,"Outside 66","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102672",525881,182155,"Outside 81","Large Grey Wornum","Heritage","True"
"WARWICK AVENUE","01102673",525905,182154,"Outside 54","Large Grey Wornum","Heritage","False"
"WARWICK AVENUE","01102674",525905,182154,"Outside 67","Large Grey Wornum","Heritage","False"
"WARWICK CRESCENT","00015858",526262.34,181760.59,"JUNCTION WITH HARROW RD","Standard","Functional","False"
"WARWICK CRESCENT","00059038",526097.46,181791.55,"Side of 14 WEST BOURNE TERRACE","Standard","Not Specified","True"
"WARWICK CRESCENT","00015859",526247.45,181770.9,"Opposite 2","Standard","Functional","True"
"WARWICK CRESCENT","00059029",526235.74,181785.83,"Opposite 4","Standard","Functional","True"
"WARWICK CRESCENT","00059030",526210.99,181780.26,"At or Outside 6","Standard","Not Specified","True"
"WARWICK CRESCENT","00059031",526190.37,181778.92,"At or Outside 10","Standard","Not Specified","True"
"WARWICK CRESCENT","00059032",526173.76,181778.73,"At or Outside 13","Standard","Not Specified","True"
"WARWICK CRESCENT","00059033",526153.77,181779.2,"At or Outside 17","Standard","Not Specified","True"
"WARWICK CRESCENT","00059036",526135.78,181780.64,"At or Outside 20","Standard","Not Specified","True"
"WARWICK CRESCENT","00059037",526115.54,181784.84,"At or Outside 23","Standard","Functional","True"
"WARWICK HOUSE STREET","00015875",529859.62,180385.41,"At or Outside 15MTRS FROM PALL MALL EAST","Small Grey Wornum","Heritage","False"
"WARWICK HOUSE STREET","00059045",529821.22,180369.2,"Near 30MTRS FROM COCKSPUR STREET","Standard","Not Specified","False"
"WARWICK HOUSE STREET","01101065",529786.8,180351.45,"Near 45MTRS FROM COCKSPUR STREET","Standard","Functional","False"
"WARWICK PLACE","00045695",526166.45,181952.41,"At or Outside 11 WARWICK AVE","DW Oxford","Cherished","False"
"WARWICK PLACE","00045696",526151.13,181938.2,"At or Outside 11 WARWICK AVE","DW Oxford","Cherished","False"
"WARWICK PLACE","00045697",526133.32,181922.25,"At or Outside 12","DW Oxford","Cherished","False"
"WARWICK PLACE","00045698",526120.48,181910.04,"At or Outside 10","DW Oxford","Cherished","False"
"WARWICK PLACE","00045699",526104.04,181894.59,"At or Outside 7","DW Oxford","Cherished","False"
"WARWICK PLACE","00045700",526091.2,181882.64,"At or Outside 47 BLOMFIELD RD","DW Oxford","Cherished","False"
"WARWICK PLACE","00045701",526076.11,181867.81,"At or Outside 47 BLOMFIELD RD","DW Oxford","Cherished","False"
"WARWICK PLACE NORTH","00020723",529038.51,178599.78,"At or Outside 5","Mackenzie Moncur","Cherished","False"
"WARWICK ROW","00008076",528998.3,179333.2,"On steps","Wall Mounted","Cherished","False"
"WARWICK SQUARE","00016073",529193.69,178516.06,"At or Outside 61","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016075",529166.68,178478.64,"At or Outside 56","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016077",529141.77,178443.44,"At or Outside 50","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016079",529096.51,178379.69,"Opposite 33C","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016080",529057.35,178397.74,"Opposite BT 30/29","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016081",529082.66,178480.3,"At or Outside 19","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016082",529116.43,178527.13,"At or Outside BT 12/11","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE","00016083",529150.67,178574.35,"At or Outside 3","Mackenzie Moncur","Cherished","False"
"WARWICK SQUARE MEWS","00016074",529079.66,178542.43,"opp 14","Mackenzie Moncur","Cherished","False"
"WARWICK STREET","00245716",529344.65,180725.1,"Outside 1-4","Small Grey Wornum","Heritage","False"
"WARWICK STREET","00245715",529311.71,180750.32,"Near 48","Small Grey Wornum","Heritage","False"
"WARWICK STREET","00245714",529312.93,180767.82,"AT OR OUTSIDE NO.9","Small Grey Wornum","Heritage","False"
"WARWICK STREET","01301731",529292.32,180781.1,"Outside pret","Small Grey Wornum","Not Specified","False"
"WARWICK STREET","00245711",529290.5,180800.97,"Nearly opposite regent place","Small Grey Wornum","Heritage","False"
"WARWICK STREET","00245710",529274.19,180828.04,"AT OR OUTSIDE NO. 20","Small Grey Wornum","Heritage","False"
"WARWICK STREET","01301732",529265.45,180843.84,"J/w beak street","Small Grey Wornum","Not Specified","False"
"WARWICK WAY","00257205",528679.91,178414.48,"ON CENTRAL RESERVE","Titan","Cherished","False"
"WARWICK WAY","00257222",528839.54,178480.25,"AT OR OUTSIDE NO.125","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257223",528842.15,178473.27,"AT OR OUTSIDE NO.140","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257238",528862.93,178492.49,"OPPOSITE NO.130","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257239",528871.01,178487.76,"AT OR OUTSIDE NO.130","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257240",528886.48,178503.17,"Outside no. 117","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257241",528888.81,178498.67,"OPPOSITE Grape Vine Hotel","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257242",528926.18,178516.24,"AT OR OUTSIDE NO.118","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00262527",528931.14,178527.07,"OPPOSITE NO.117","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257244",528960.28,178540.82,"OPPOSITE NO.114","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257245",528964.75,178534.09,"AT OR OUTSIDE NO.114","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257206",528703.33,178422.64,"AT OR OUTSIDE NO.1-12 BUCKLAND HOUSE","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257246",528992.76,178556.76,"AT OR OUTSIDE NO.93/95","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257247",528996.09,178549.98,"AT OR OUTSIDE NO.102/104","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257270",529025.42,178573.62,"AT OR OUTSIDE NO.83/85","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257248",529030.25,178567.51,"AT OR OUTSIDE NO.92/94","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257271",529061.86,178592.02,"AT OR OUTSIDE NO.75","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257272",529066.2,178585.64,"AT OR OUTSIDE NO.82","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257273",529085.57,178603.91,"AT OR OUTSIDE NO.63","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257274",529087.7,178596.35,"AT OR OUTSIDE NO.72","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257275",529109.3,178616.47,"AT OR OUTSIDE NO.55","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257276",529114.09,178609.05,"AT OR OUTSIDE NO.60","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257207",528701.91,178412.37,"OPPOSITE NO.1-12 BUCKLAND HOUSE","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257277",529150.15,178637.48,"OPPOSITE NO.60","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257278",529165.53,178634.42,"AT OR OUTSIDE NO.48/50","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257290",529183.64,178643.27,"AT OR OUTSIDE NO.38/40","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257291",529206.64,178655.4,"AT OR OUTSIDE NO.32","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257292",529209.86,178667.16,"AT OR OUTSIDE NO.33","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257293",529241.92,178683.2,"AT OR OUTSIDE PUBLIC HOUSE","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257294",529249.18,178676.49,"AT OR OUTSIDE NO.28/30","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257295",529276.01,178690.08,"AT OR OUTSIDE NO.16","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257296",529288.64,178696.87,"AT OR OUTSIDE NO.14","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257297",529314.04,178709.61,"AT OR OUTSIDE NO.2-10 J/W TACHBROOK STREET","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257208",528731.96,178434.9,"AT OR OUTSIDE GLASTONBURY HOUSE","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257298",529309.07,178720.39,"OPPOSITE NO.2-10","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257299",529337.11,178739.28,"OPPOSITE NO.2-10","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00262522",529346.54,178725.65,"side of no.169a","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257213",528734.97,178423.42,"AT OR OUTSIDE FURNESS HOUSE","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257218",528768.06,178447.51,"Near junction with Cumberland Street","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257219",528770.91,178436.51,"Outside Furness House","Large Grey Wornum","Heritage","True"
"WARWICK WAY","00257220",528804.14,178462.92,"OPPOSITE NO.144","Large Grey Wornum","Heritage","False"
"WARWICK WAY","00257221",528806.19,178454.93,"AT OR OUTSIDE Windemere Hotel","Large Grey Wornum","Heritage","True"
"WATER STREET","00015402",531004,180885,"Loc: At or Outside. PropNo: BAT EN. Position: On Kerb Edge.","Small Grey Wornum","Heritage","False"
"WATER STREET","00015403",530998,180903,"Loc: At or Outside. PropNo: JUNCTI. Position: On Kerb Edge.","Standard","Functional","False"
"WATERLOO BRIDGE","10027637A",530858.09,180401.85,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027638A",530870.34,180382.44,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027291A",530688.58,180687.76,"At or Outside ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027629A",530703.46,180660.1,"At or Outside ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","01302174",530726.39,180628.19,"Central Reserve on bridge","Not Specified","Not Specified","False"
"WATERLOO BRIDGE","10027630A",530726.39,180628.19,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027631A",530748.13,180588.44,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027632A",530771.05,180549.28,"At or Outside ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027633A",530790.16,180515.98,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027634A",530806.79,180486.4,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027635A",530826.92,180456,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO BRIDGE","10027636A",530842.33,180425.17,"Central Reserve ON BRIDGE","Standard","Functional","False"
"WATERLOO PLACE","01100365",529668,180422,"At or Outside 9","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100358",529692,180329,"J/W Pall Mall Outside Athenaeum Club","Large Grey Wornum","Heritage","True"
"WATERLOO PLACE","01100359",529739,180315,"Outside Waterloo Gardens","Large Grey Wornum","Heritage","True"
"WATERLOO PLACE","01100360",529711,180298,"Outside Waterloo Gardens","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100361",529750,180298,"Outside Waterloo Gardens","Large Grey Wornum","Heritage","True"
"WATERLOO PLACE","01100362",529721,180279,"Outside Waterloo Gardens","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100363",529760,180281,"Outside Waterloo Gardens","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100364",529730,180263,"Outside Waterloo Gardens","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","00262408",529693.52,180365.78,"Side of Crimea War memorial (replacement col for knock down) 3 branch candelabra post with ornamented shaft monogrammed V.R. LISTED HISTORIC ENGLAND GRADE II LISTED 1066142","Crimea War Memorial","Listed","False"
"WATERLOO PLACE","00020403",529687.96,180364.26,"Side of Crimea War memorial 3 branch candelabra posts with ornamented shafts monogrammed V.R. Opposite 17
Grade II listed  List Entry Number: 1209820","Crimea War Memorial","Listed","False"
"WATERLOO PLACE","00020416",529695.92,180356,"Front of Crimea War memorial. On granite base monogrammed W.R.IV with crown. Opposite 12 Grade II listed  List Entry Number: 1209820","Crimea War Memorial","Listed","False"
"WATERLOO PLACE","01100366",529654.13,180413.84,"At or Outside 11","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100367",529678.02,180404.24,"At or Outside 8","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100368",529662.57,180396.13,"Side of No. 12 (Villandry Grand Cafe)","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100369",529698.83,180385.72,"Opposite 16","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100370",529667.78,180369.35,"At or Outside 16","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100355",529708,180369,"J/W Pall Mall Opposite Crimea Memorial","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100356",529679,180350,"J/W Pall Mall Opposite Crimea Memorial","Large Grey Wornum","Heritage","False"
"WATERLOO PLACE","01100357",529722,180346,"Outside Institute of Directors","Large Grey Wornum","Heritage","True"
"WAVERLEY PLACE","00020418",526585.18,183378.12,"Opposite SCHOOL ENTRANCE","Standard","Functional","False"
"WAVERLEY PLACE","00020419",526603.22,183353.95,"Opposite SCHOOL","Standard","Functional","True"
"WAVERLEY PLACE","00020420",526618.55,183334.13,"Opposite SCHOOL","Standard","Functional","True"
"WAVERLEY PLACE","00020421",526626.1,183310.9,"At or Outside SCHOOL","Standard","Functional","True"
"WAVERLEY PLACE","00020422",526649.32,183293.68,"Opposite SCHOOL","Standard","Functional","True"
"WAVERLEY PLACE","00020423",526659,183268.8,"At or Outside 1","Standard","Functional","True"
"WAVERTON STREET","00076319",528517.39,180352.67,"At or Outside 3","Standard","Not Specified","False"
"WAVERTON STREET","00027781",528518.16,180388.47,"At or Outside 20yds from Hill Street","Mackenzie Moncur","Cherished","False"
"WAVERTON STREET","00027782",528487.1,180473.84,"Opposite South Street","Mackenzie Moncur","Cherished","False"
"WEIGHHOUSE STREET","00020466",528419.45,180994.53,"Near DUKE STREET","Small Grey Wornum","Heritage","False"
"WEIGHHOUSE STREET","00020467",528438.64,181005.85,"Junction of Gilbert Street","Small Grey Wornum","Heritage","False"
"WEIGHHOUSE STREET","00063043",528470.96,181018.86,"Near BINNEY STREET","Small Grey Wornum","Not Specified","False"
"WELBECK STREET","00262751",528467.39,181601.84,"At or Outside 33","Large Grey Wornum","Heritage","False"
"WELBECK STREET","00063032",528534.31,181386.65,"At or Outside 7-8","Large Grey Wornum","Heritage","False"
"WELBECK STREET","00063033",528532.77,181361.57,"At or Outside 10m from Wigmore Street","Large Grey Wornum","Heritage","False"
"WELBECK STREET","00075381",528552.7,181329.03,"At or Outside 8m from Wigmore Street","Large Grey Wornum","Heritage","False"
"WELBECK STREET","00020435",528552.83,181296.63,"At or Outside 69","Large Grey Wornum","Heritage","True"
"WELBECK STREET","00020440",528569.3,181275.66,"At or Outside 1","Large Grey Wornum","Heritage","True"
"WELBECK STREET","00020441",528566.81,181252.46,"At or Outside 14m from Henrietta Place","Large Grey Wornum","Heritage","False"
"WELBECK STREET","00020426",528468.86,181568.73,"At or Outside 41","Large Grey Wornum","Heritage","True"
"WELBECK STREET","00020431",528485.45,181542.1,"Outside 27","Small Grey Wornum","Heritage","False"
"WELBECK STREET","00020428",528495.22,181512.14,"At or Outside 33","Large Grey Wornum","Heritage","True"
"WELBECK STREET","00020430",528495.22,181483.6,"At or Outside 51","Large Grey Wornum","Heritage","False"
"WELBECK STREET","00020432",528514.94,181446.99,"At or Outside 15","Large Grey Wornum","Heritage","True"
"WELBECK STREET","00020442",528517.85,181411.33,"At or Outside 56","Large Grey Wornum","Heritage","False"
"WELBECK WAY","00020425",528537.8,181419.95,"O/S no.24","Small Grey Wornum","Heritage","False"
"WELBECK WAY","00015871",528559.8,181426.62,"At or Outside 21","Small Grey Wornum","Heritage","False"
"WELLINGTON PLACE","00015887",526906.81,182915.96,"At or Outside 11-12","Small Grey Wornum","Heritage","False"
"WELLINGTON PLACE","00015888",526921.97,182942.14,"At or Outside 9","Small Grey Wornum","Heritage","False"
"WELLINGTON PLACE","00015889",526942.48,182957.78,"At or Outside ENTRANCE TO WELLINGTON HOSPITAL C/","Standard","Functional","False"
"WELLINGTON PLACE","00015890",526965.18,182961.74,"At or Outside NORTH GATE ENTRANCE TO LORDS","Small Grey Wornum","Functional","False"
"WELLINGTON PLACE","00059067",526984.39,182991.19,"At or Outside JCT WELLINGTON ROAD","Standard","Not Specified","False"
"WELLINGTON PLACE","00015892",527015.82,183004.09,"Opposite 4A","Standard","Heritage","True"
"WELLINGTON PLACE","00015893",527040.85,183023.69,"Opposite COCHRANE STREET","Small Grey Wornum","Heritage","False"
"WELLINGTON PLACE","00015894",527052.72,183045.57,"At or Outside RICHARDS HOUSE","Standard","Functional","False"
"WELLINGTON PLACE","00015895",527082.33,183056.87,"Opposite REGENT HOUSE","Standard","Functional","False"
"WELLINGTON STREET","01102748",530608.65,180841.92,"J/O Strand","Large Grey Wornum","Heritage","False"
